,Job Title,Company,Company Rating,Job Description,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews
187,Windows Engineer JR 19406,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,"Find Your Dream Job With Us
WE ARE HIRING !! Apply now and make a difference.

Role : Windows Engineer
Job Requisition Number : JR19406
Job Level : more than 10 years of relevant experience (L4)
Location : Singapore














Show More
Report",Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
188,2419 - IT Support / Technical Support Engineer [ End User Support / Desktop Support ],"THE SUPREME HR ADVISORY PTE. LTD.
3.8",3.8,"Main Office: Scotts Road, SHAW CENTRE
Working location: Lower Delta Road (Near Tiong Bahru MRT) OR Client side
Working Days: Monday to Friday, 5 days
Working hours : 8:30am to 6pm
Salary : $2,500 -$4,000
Responsibilities:
Desktop support
Provide basic support and troubleshooting to clients, such as password resets, printer configurations, break/fix instructions, support routing and escalation to L2 support.
Show More
Report",Employer Provided Salary:$3K - $4K,Singapore,3.9,3.5,3.6,3.5,3.3,"['""Staff Nicole Tan is especially attentive and assisted to her best service 😊"" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
189,DevOps Technical Engineer (Obsolescence Remediation and Platform Support) JR 18856,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,"Find Your Dream Job With Us
WE ARE HIRING !! Apply now and make a difference.

Role: DevOps Technical Engineer (Obsolescence Remediation and Platform Support)
Job Requisition Number : JR18856
Job Level : More than 7 years of relevant experience (L3/L4)
Location : Singapore






















Show More
Report",Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
190,L2 Production Support (Wholesale Banking Application),"D L RESOURCES PTE LTD
3.3",3.3,"Job Objectives
Application Support Engineer to coordinate first class application support service for cross-functional regional
Wholesale Banking applications.
Previous Development or System Administration (Linux, Unix, Oracle) experience preferred, but must be currently
operating in an L2 or L3 Support role.Key Responsibilities• Deliver a 1st class Production Support service to UOB’s Channel’s stakeholders
Responsible for availability, incident, problem and capacity management for the applications in scope
Response and resolve incidents, problem and user queries through proper analysis
responsible for communications within team, manager and department
are resolved within SLA


Essential Technical Skill :-
Personal Skill :-
analytical skills to address the issues
concise manner
Show More
Report",Employer Provided Salary:$5K - $11K,Singapore,2.8,2.2,2.5,2.5,2.6,"['""Very responsible, able to ans to staff enquiry"" (in 2 reviews)', '""very good company very flexible"" (in 1 reviews)', -1, -1, -1]","['""Basic benefits is given by dl resources client"" (in 1 reviews)', -1, -1, -1, -1]"
191,Senior Deployment Operations Project Manager,"EOS IT Solutions
3.6",3.6,"WHO WE ARE:
EOS IT Solutions is a Global Technology and Logistics company, providing Collaboration and Business IT Support services to some of the world’s largest industry leaders, delivering forward-thinking solutions based on multi-domain architecture. Customer satisfaction and commitment to superior quality of service are our top business priorities, along with investing in and supporting our partners and employees.

We are a true International IT provider and are proud to deliver our services through global simplicity with trusted transparency.

POSITION OVERVIEW:
The Sr. Deployment Operations Project Manager is responsible for driving the full cycle of design, scheduling and deployment of collaborative VC Equipment in new or remodeled client offices. Equipment includes audio visual and video conferencing systems, digital wayfinding, production events spaces, specialty demo spaces and more. The Deployment Operations PM partners with facilities and IT to ensure the effective deployment of innovative spaces that help drive collaboration and communication. Deployment Operations PM’s work generally overlaps with and is heavily interdependent on construction work, and the Deployment Operations PM works to ensure ideal site conditions for the installed technology. Lastly, the project management component includes project leadership and being an Subject Matter Expert (SME), planning, execution, control, financial responsibility and post-project review.


Coordinate the collaboration of cross functional partners and 3rd party vendors from project planning to execution/post deployment review.
Prioritize tasks for Deployment Coordinators while supporting the Deployment Engineering team with non-standard deployments.
Lead projects through design, procurement, deployment and commissioning of shared and collaborative IT gear in tech office builds, including the verticals of: Video Conferencing (VC), event production spaces, digital signage, broadcast studios & more.
Provide project stakeholders with a routine status of the deployment project, actively communicating technical issues and risks, and minimizing the impact of these issues and risks through the use of Asana. Posting weekly project updates.
Applying the client standards while determining the design, bill of materials, and drawings for new and remodeled offices, working collaboratively with the design engineers and cross functional partners.
Engage with third party vendors for hardware procurement, scheduling, and integration of systems. Holding outside vendors accountable for proper installation and commitments to contracts such as adhering to schedules & handing over a complete product or project across the finish line.
Regularly perform site visits throughout the lifecycle of the projects
Performs testing and commissioning handovers with third party vendors
Light drafting work in AutoCAD, marking up drawings to convey design intent to other trades.
Participating in Bluebeam sessions during design reviews to sign off on drawings, documentation, RFI’s, etc.
Travel 10-30% of the time


Experience with construction drawings and schematics, understanding the functionality and infrastructure requirements for building and servicing client spaces with future proofing in mind.
Experience with leading teams through the design, scheduling, deployment and commissioning phases of conference rooms, event spaces, broadcast studios, digital signage, and other VC type deployments in an enterprise organization.
Effective communication and interaction with employees, clients and colleagues across multiple platforms including but not limited to Workplace Chat, Cisco Webex, email, and tasks.
Troubleshoot and solve project related issues, removing roadblocks for installation crews and construction teams.
Understand and maintain project budgets, adhering to strict guidelines.
Effectively manage multiple projects across multiple cities and regions.
Demonstrate time management skills with attention to detail, identifying roadblocks and next steps proactively.
Understand AV system functionality and installation processes and techniques.
Beginner to intermediate, ability to navigate, mark up basic drawings and adding templates for RCP’s, Elevations & floor plans.
Intermediate.
Experience with project management software platform in an enterprise organization.
Proficient with Microsoft Office (Word, Excel, Outlook)


7+ Years Project Management Experience in a technical field (AV/VC, Networking, Infrastructure, IT Construction, etc.)
PMP certification
Certified Technology Specialist (CTS) certification preferred
Experience with Office Microsoft Suite, Asana and similar PM style applications.
Excellent task management, verbal & written communication skills, combined with relentless follow-up.
Ability to travel domestically and internationally if the projects demand it.
Excels when working in a team-oriented environment and highly motivated to provide a positive user experience. Exceptional attention to detail with a proven ability to consistently and positively contribute in a fast-paced, changing work environment with the ability to prioritize multiple functions and tasks and manage time efficiently
Strong demonstrated interpersonal and communication skills, a customer-service orientation, and welcoming, helpful attitude. Able and confident to make decisions and be accountable for project deliverables.
Manage outside vendors on design process, integration efforts, adhering to rigid design guidelines.
BS or BA degree preferred

EOS is committed to creating a diverse and inclusive work environment and is proud to be an equal opportunity employer. We invite you to consider opportunities at EOS regardless of your gender; gender identity; gender reassignment; age; religious or similar philosophical belief; race; national origin; political opinion; sexual orientation; disability; marital or civil partnership status or other non-merit factor.
Show More
Report",$100K (Glassdoor Est.),Singapore,3.2,3.1,3.3,3.2,3.4,"['""You will meet really interesting people and professional from whom you will learn a lot, and it\'s great to get IT on your resume."" (in 3 reviews)', '""People of this company are great to work with."" (in 3 reviews)', -1, -1, -1]","['""Pay is low for the contractors you work for in this position"" (in 4 reviews)', '""In interview they tell you it\'s a woman owned company, while simultaneously contradicting themselves by giving the history of the brothers who actually run and own the company"" (in 3 reviews)', '""The medical benefits choices are terrible as well."" (in 2 reviews)', -1, -1]"
192,Remote Support Engineer,"TECHFOUNT SYSTEMS PTE
3.3",3.3,"JOB BRIEF
We emphasize training, knowledge, and customer empathy — the learning opportunities will never end! We are serious about keeping our skills sharp. You are a driven and motivated problem solver ready to pursue meaningful work. If that sounds like you, then you've landed in the right place. Ultimately, you will be a person our customers trust. They will rely on you to provide timely and accurate solutions
DUTIES AND RESPONSIBILITIES
Validate and clarify the issue reported.
You must diagnose hardware malfunctions, software issues and provide support to customers. Research, identify solutions, resolve and take full ownership of reported customer issues. This includes liaising with external vendors.

Show More
Report",$34K - $66K (Glassdoor Est.),Geylang Serai,2.6,2.6,3.1,3.3,3.1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
193,ICT Support Engineer (Service Management Department) [NIE],"Nanyang Technological University
3.9",3.9,"ABOUT THE NATIONAL INSTITUTE OF EDUCATION (NIE)
The National Institute of Education (NIE), Singapore, is Singapore’s national teacher education institute and we are proud to be an integral part of the nation’s education service. We play a key role in the preparation of teachers and in the provision of teacher professional and school leadership development programmes. We are committed to our vision of being An Institute of Distinction: Leading the Future of Education and our mission to Inspire Learning, Transform Teaching and Advance Research. Read more about NIE
here
.
The Academic Computing and Information Services (ACIS) division of NIE oversees and supports the information communication technologies (ICT) needs of NIE. We invite applications for the position of ICT Support Engineer in the ACIS division. Join us for an exciting career as we work towards transforming the education landscape in Singapore.


Hiring Institution: NIE
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""Good and friendly colleagues who will help."" (in 6 reviews)', '""Work life balance is definitely there."" (in 5 reviews)', '""Work life balance, good benefits"" (in 1 reviews)', -1, -1]","['""Toxic colleagues and environment"" (in 6 reviews)', '""No communication with management"" (in 4 reviews)', '""Poor Management"" (in 2 reviews)', -1, -1]"
194,Security & Systems Operation Engineer (24/7 Shift),ASIA DIGITAL EXCHANGE PTE. LTD.,-1,"Role: Security & Systems Operation Engineer (24/7 Shift)
Hiring Entity: Asia Digital Exchange Pte. Ltd. (“AsiaNext”)
Location: Singapore, on-site
Job Type: Permanent role

About Us
AsiaNext is a trusted digital exchange for institutional investors in Asia and globally. It will offer integrated listing, trading, and post-trade services for digital assets, including digital payment tokens. This joint venture between SBI Digital Asset Holdings Co., Ltd. (SBI DAH) and SIX Digital Exchange (SDX) will provide an institutional-grade platform to enable the tokenization and trading of existing securities and non-bankable assets.






Show More
Report",Employer Provided Salary:$3K - $5K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
195,Equity Technology Developer/Support Engineer,SYMMETRY INVESTMENTS SINGAPORE PRIVATE LIMITED,-1,"About Us
Symmetry Investments is a global investment company with offices in Hong Kong, Singapore, London, Jersey and Cayman Islands. We have been in business since 2014 after successfully spinning off from a major New York-based hedge fund.
At Symmetry Investments, we seek to engage in intelligent risk-taking to create value for our clients, partners and employees. We derive our edge from our capacity to generate Win-Wins – in the broadest sense. Win-Win is our fundamental ethical and strategic principle. By generating Win-Wins, we can create unique solutions that reconcile perspectives that are usually seen as incompatible or opposites, and encompass the best that each side has to offer:
We integrate fixed-income arbitrage with global macro strategies in a novel way.




Show More
Report",Employer Provided Salary:$12K - $23K,Singapore,4.6,4.6,3.6,3.6,4.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
196,Technical Support Engineer (Bukit Batok)(Welcome Fresh Grad),Viskou System Pte Ltd,-1,"Study system and products technical details to provide professional technical advice or
support to company sales team and customers;
Provide technical support in both hardware and software;
Assist to evaluate technical specification of related products to improve the system
performance;
Support and build good relationship with customers;
Perform system and product trouble shooting and repair pre-sales and after-sales;
Show More
Report",Employer Provided Salary:$3K - $3K,Bukit Batok New Town,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
197,Production Support Engineer JR18436,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,"Find Your Dream Job With Us

WE ARE HIRING !! Apply now and make a difference.

Role: Production Support Engineer
Job Requisition Number : JR18436
Job Level : 6 - 9 years of relevant experience (L3)
Location : Singapore











Show More
Report",Employer Provided Salary:$8K - $11K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
198,EUD Support Engineer,"National University of Singapore
4.1",4.1,"Date: 22 Aug 2023
Location: UNIV ADMIN, Kent Ridge Campus, SG
Company: National University of Singapore
Job Description
You will be part of the End-User support team that is responsible to manage the day-to-day support for faculties, schools and departments. You will work across a broad range of technologies and liaise across multiple areas of the business to support incidents, problems and requests and be responsible for answering IT requests via phone, email and IT Ticketing System.


Show More
Report",$60K - $92K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""Good work life balance"" (in 10 reviews)', '""Decent Salary and workload."" (in 8 reviews)', '""Good culture and WFH is possible."" (in 5 reviews)', '""Friendly colleagues"" (in 4 reviews)', -1]","['""No work life balance as there is insufficient developers"" (in 10 reviews)', '""Salary is lower than open market."" (in 8 reviews)', '""Bad management, Infrastructure and Management"" (in 3 reviews)', -1, -1]"
199,Software Engineer (SWIFT),"NET6TEM PTE. LTD.
5.0",5.0,"Direct Responsibilities

SWIFT Products and Services expertise
Overall architecture - Support for Swift Alliance upgrade, routing workflow, user account management and communication protocols with bank applications, financial filtering tools, FIN/MX interface, archiving.

Project and change management
























Show More
Report",Employer Provided Salary:$8K - $12K,Singapore,5.0,4.0,5.0,5.0,4.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
200,Application Support Advance Engineer (Ref: SL),"A-IT SOFTWARE SERVICES PTE LTD
3.0",3.0,"Job Scope :
Involve in Development and Support of multiple applications with latest technologies.
Responsibilities :
Involves in Development and Support for multiple applications.
Provide Solution's and Coordinate with infrastructure activities for applications from initiation to go-live.
Manage implementations of new application releases; adhering to the best practices of the release management process.
Work with various partners such as Peer Application Teams, Infrastructure, Vendors, Security and Change teams, to provide seamless support for the business.
Show More
Report",Employer Provided Salary:$8K - $12K,Singapore,2.7,2.7,2.5,2.2,1.9,"['""Highly Processed oriented, Excellent Team of HR."" (in 1 reviews)', -1, -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
201,IT Technical Support / Service Desk Engineer,"ITCAN Pte Ltd
3.8",3.8,"Provide First Call Resolution (FCR) technical support
Perform first level troubleshooting on all reported incidents and escalate incidents to 2nd level resolver groups as per work instructions
Troubleshoot and investigate cause of user’s problem
Update work information with all troubleshooting steps used in the ticketing system
Set Incident to “Resolved” if User’s problem has been solved
Reassign ticket if agent is unable to resolve ticket
Job Types: Permanent, Contract, Full-time
Benefits:
Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
202,Technical Support Engineer (APAC),"Camunda
4.5",4.5,"Who Is Camunda?
Camunda enables organizations to orchestrate processes across people, systems, and devices to continuously overcome complexity and increase efficiency. With Camunda, business users and developers collaborate using BPMN to model end-to-end processes and run sophisticated automation with the speed, scale, and resilience required to stay competitive. Hundreds of enterprises such as Atlassian, ING, and Vodafone design, orchestrate, and improve business-critical processes with Camunda to accelerate digital transformation. To learn more visit camunda.com.
Annually recognized by Deloitte among top high-growth companies, Camunda operates as a global, remote organization.
Show More
Report",$42K - $85K (Glassdoor Est.),Singapore,3.9,4.3,4.6,4.2,4.4,"['""Great team, great product, very open and flexible employer!"" (in 1 reviews)', '""Great vision, empathetic leadership, great culture, and an expanding future"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
203,IT Engineer,"ING BANK N.V.
4.1",4.1,"FlexING Functional-Technical Ops Engineer – WB Tech FMGT, Competitive Pricing, Singapore

Business Function:
WB tech Financial Markets & Group Treasury is responsible for the IT environment that enables the most crucial commercial activities of ING: Trading, Risk Management, and Liquidity Management.

Your role & work environment








Show More
Report",Employer Provided Salary:$10K - $13K,Singapore,3.8,3.9,4.1,3.7,4.1,"['""good salary"" (in 24 reviews)', '""Good benefits and agile way or working"" (in 15 reviews)', '""10% development time, good work/life balance"" (in 19 reviews)', '""Professional staff and nice people"" (in 22 reviews)', '""Growth opportunity"" (in 18 reviews)']","['""Low salary"" (in 24 reviews)', '""No growth, no benefits and too simple for a bank"" (in 15 reviews)', '""Work life balance is bad."" (in 19 reviews)', '""Bit too relaxed, some people are quite lazy"" (in 22 reviews)', '""Potential opportunities are limited as they are a dutch bank."" (in 18 reviews)']"
204,IT Engineer,"PERSOLKELLY Singapore
3.3",3.3,"Responsibilities:
Perform hardware and software installations on PCs within the production floor environment.
Carry out upgrades and maintenance tasks for production systems, including server and storage backup, security patches, software updates, and hardware issue resolution.
Monitor the health of daily applications and systems, addressing any anomalies promptly.
Manage the acquisition and maintenance of software licenses.
Offer system administration and technical support to end-users on the production floor.








588445
Show More
Report",Employer Provided Salary:$4K - $5K,Singapore,3.0,2.9,3.3,3.1,3.4,"['""Benefits are good with per quarter incentive and additional leaves"" (in 3 reviews)', '""Great employer salary on time"" (in 8 reviews)', '""Nice HR team"" (in 1 reviews)', '""Amazing work culture and effectiveness"" (in 1 reviews)', -1]","['""They have clients like Walmart, they just listen to employees\' issues but not taking steps."" (in 1 reviews)', -1, -1, -1, -1]"
205,System Engineer / Specialist (Biotechnology/ Pharmaceutical) #HCG,"Recruit Express
3.3",3.3,"Singapore |
Posted: Aug 28, 2023
Job Responsibilities:
Work on compliance activities
Evaluate procedural compliance such as review and develop procedures and determine appropriate escalation process
Conduct investigation and analysis of customer complaints
Highlight the trends to manufacturing for improvements.
Drive CAPA meeting, work with cross-functional team for solution implementation and effectiveness of the solution and conduct monthly data trend.



Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
206,"DevSecOps Application Security Engineer (DAST, SAST, DevOps) JR 19037","INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,"Find Your Dream Job With Us
WE ARE HIRING !! Apply now and make a difference.

Role: DevSecOps Application Security Engineer (DAST, SAST, DevOps)
Job Requisition Number : JR19037
Job Level : More than 7 years of relevant experience (L3/L4)
Location : Singapore
























Show More
Report",Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
207,L1 IT Technical Support Engineer,KONVERGE TECHNOLOGIES PTE. LTD.,-1,"Responsibilities:
Provide IT technical onsite support for end user services problem which includes identification, diagnosis, rectification and escalation
Support on desktops, notebooks, printers, scanners setup
Maintain inventory and user details
Installation, re-installation, troubleshooting and reconfiguration of Microsoft Windows and Microsoft applications that are found in the Desktop PCs and Notebook PCs. Examples of such software are Windows 10 OS or any bank standard desktop OS, MS Office, Internet Explorer, MS Outlook, MS Outlook Express, etc
Installation of in-house applications


Show More
Report",Employer Provided Salary:$2K - $5K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
208,System Engineers,"OAKTREE CONSULTING
4.0",4.0,"Responsibilities
Install, configure, test and maintain operating systems, application software and system management tools.
Provide technical hands-on to troubleshoot and resolve performance bottlenecks and systems/hardware related issues.
Support warranty and support activities including preventive maintenance patching, reactive remediation for vulnerability scan and firmware updates for systems devices.
Liaise with 3rd party vendors/IT providers for support and problem resolution.
Maintain security, backup, and redundancy strategies. Plans and implements system automation as required for better efficiency.











Show More
Report",Employer Provided Salary:$3K - $7K,Singapore,3.0,4.0,3.0,3.0,4.0,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
209,Product Support Engineer - APAC (Fully Remote),"Primer
4.1",4.1,"The last two decades have seen an explosion in new payment services - from digital wallets, mobile payments, and open banking, to Buy Now Pay Later and crypto. Great for consumers! But, incredibly complex for merchants and developers. That’s where Primer comes in.

Primer is the world's first automation platform for payments. With Primer, merchants and developers have all the underlying infrastructure and ""lego blocks"" they need to build the best buying experiences for their customers. Any developer can build a connection on Primer; merchants then simply 'click and connect' to the services they need to build their desired payment flows within their Primer dashboard.

Since starting in January 2020, we've raised funding from top tier investors including Accel, Balderton and Iconiq. Our all-star team from across the world of payments and fintech includes ex Braintree-PayPal, Stripe, Checkout, Tink, Recurly, TrueLayer, Paddle, Plaid, Kount and more - come and join us!









Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
210,Senior Software Engineering Manager,Agritech Startup,-1,"Role Summary
Are you an experienced developer looking to make the transition to the next management level? We are seeking a Senior Software Engineering Manager to lead our efforts in the agri-tech sector. As a newly launched startup with recent funding secured, we are looking for a talented individual to build a dynamic technical team from the ground up. In this role, you will be the driving force behind our technical endeavors, responsible for designing, developing, and maintaining innovative applications and solutions for agri-tech deployment.
Your responsibilities will include:
Full Stack Expertise: Oversee both front-end and back-end development, ensuring seamless integration and efficient functionality of web applications.
Show More
Report",Employer Provided Salary:$6K - $9K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
211,MERN Full Stack Developer- WORK FROM HOME,"Bookipi
5.0",5.0,"We are looking for a back end or full stack MERN software engineer to be part of the team taking our already successful platform into its next iteration. The ideal candidate is an exceptional problem solver who can enable our team to continue to deliver a top class code base at scale.
Bookipi has grown 10x in the last year and we need your skills to continue to scale.
We are a Remote First company and allow full Work From Home.
Key Actions & Duties
Draft and deploy a high quality code base
Collaborate with leadership, product managers, and other engineers to build the best user experience
Show More
Report",Employer Provided Salary:$50K - $65K,Singapore,4.6,4.4,5.0,4.6,4.6,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
212,Full Stack Developer,GIENTECH SINGAPORE PTE. LTD.,-1,"Responsibilities:
As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation & engineering practices. You will be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders daily to stay focused on common goals.

Should have a solid technical skill with diversity of thought and creative solutions that are in the best interests of our customers globally.
Taking the ownership of design and development of T&M applications.
Show More
Report",Employer Provided Salary:$3K - $5K,Singapore,3.1,2.3,3.0,2.9,3.5,"['""Everything else is good except Salary"" (in 3 reviews)', -1, -1, -1, -1]","['""Less salary in this company"" (in 3 reviews)', '""Too much policy training exams"" (in 1 reviews)', -1, -1, -1]"
213,Full Stack Developer,Synchestra Pte Ltd,-1,"Synchestra is the first personal wealth management FinTech platform that empowers both professionals and consumers with predictive analytics and robo-assisted advisory. We founded Synchestra with the vision of a personal financial planning landscape in Singapore filled with competent consultants who empower their clients to make proper financial decisions, and institutions which elevate their distribution force through better products and tools.
We have an opening for a talented and motivated Full Stack Developer with a passion for making great products. The selected candidate will be responsible for maintaining and building new features for our mobile apps in React-Native, RESUful API development in the backend and maintaining a web app. You will be working in an Agile team so you need to be able to work well with teams and be able to run a well-oiled Agile team. You should be ready to take up responsibility as this transcends into a leadership role.























Show More
Report",Employer Provided Salary:$5K - $7K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
214,Software Developer (Java Full Stack) - 2731,"ASPIRE NXT PTE. LTD.
2.9",2.9,"Main responsibilities
In close interaction with the projects stakeholders, you will be accountable for :
The design and implementation a greenfield solution according the functional specifications in a latest Java technologies framework and React framework
The preparation, planning and execution of the roll-out from support to production services. The goal is to obtain a smooth roll-out of the application to different sites.
Close collaboration with the technical lead/Architect in order to elaborate technical specifications.
Drafting specifications, technical design, unit tests, code reviews and detailed system integration documents, additionally to any other documents required during the project lifecycle.


Show More
Report",Employer Provided Salary:$6K - $8K,Singapore,2.9,2.3,2.8,2.6,3.0,"['""Learn new more technologies and friendly in nature but assign more than one project...there is no one specific RM."" (in 4 reviews)', '""The leadership teams are very approachable even for a new joinee."" (in 3 reviews)', -1, -1, -1]","['""No salary (number one cheeting company if they don\'t have project so they won\'t pay you )"" (in 6 reviews)', '""No work life balance"" (in 2 reviews)', '""In addition, the HR management was often unresponsive and unprofessional, making it extremely challenging to resolve any workplace"" (in 4 reviews)', -1, -1]"
215,"DevSecOps Application Security Engineer (DAST, SAST, DevOps) JR 19037","INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,"Find Your Dream Job With Us
WE ARE HIRING !! Apply now and make a difference.

Role: DevSecOps Application Security Engineer (DAST, SAST, DevOps)
Job Requisition Number : JR19037
Job Level : More than 7 years of relevant experience (L3/L4)
Location : Singapore
























Show More
Report",Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
216,DevOps Technical Engineer (Obsolescence Remediation and Platform Support) JR 18856,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,"Find Your Dream Job With Us
WE ARE HIRING !! Apply now and make a difference.

Role: DevOps Technical Engineer (Obsolescence Remediation and Platform Support)
Job Requisition Number : JR18856
Job Level : More than 7 years of relevant experience (L3/L4)
Location : Singapore






















Show More
Report",Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
217,Internship - Full Stack Developer/DevSecOps Engineers (2024 Intake),"IBM
3.8",3.8,"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
Overview:
IBM is a global cognitive and cloud company changing the way the world works. We foster a culture of creative, innovative thinkers; people who are curious about how technology can transform busine
Undergoing studies in Computing Science or related course of studies

sses and impact the world. Our consultants are part of IBM Services where we engage with clients across every industry to deliver technology-driven solutions. We cultivate a diverse, inclusive, global team of people who want to pioneer, reimagine and disrupt the future. We’re driven to stay ahead in the marketplace and enhance our relevance to be essential to our clients, and this begins with our talent.

Here’s where you come in. We’re looking for passionate, original thinkers who want to drive progress, grow their network and further their careers. If you see yourself as someone who never stops learning and is dedicated to staying ahead and being essential for clients, who believes no problem is too big to solve, and who wants to unleash your potential, IBM Services is for you.

As an intern, you’ll be a part of client-facing teams as a consultant, developer, designer, data scientist, or technical specialist to help businesses change the way they work.

Our clients' technical and business needs are constantly evolving. We’re hiring inspired, talented individuals eager to apply their knowledge and perspective to challenging work that evolves industries and our world. We prioritize ongoing learning, development of technical skills, and continuous personal growth, all grounded in a culture of coaching and apprenticeship.


We’re looking for a real-world problem solver with the technical savvy to make the impossible, possible. As an intern, you’ll help design, develop, and integrate solutions using future-looking technologies, techniques, and products our clients demand today. You’ll work with clients, finding solutions to major challenges by translating system requirements into the design and development of customized systems in an agile environment.

Work you could do:








Please refer to JD above.









Show More
Report",-1,Singapore,-1,-1,-1,-1,-1,"['""1. Big Organisation 2. In/Out time constraint is not here 3. Work life balance is good"" (in 3094 reviews)', '""The salary is good and stable (smaller consulting companies with commission based pay may have better salary if you work on a project full time)."" (in 2935 reviews)', '""Work culture is good bt u can\'t learn that much as u Learn in startup companies"" (in 1778 reviews)', '""Management is good and supporting"" (in 1308 reviews)', '""The people are great and very welcoming"" (in 1345 reviews)']","['""No flexible working times and no work life balance"" (in 3094 reviews)', '""Low salary and no life"" (in 2935 reviews)', '""good work culture"" (in 1778 reviews)', '""Poor management and mangers and don’t know how to deal with employee"" (in 1308 reviews)', '""1. IBM is filled with old mindset driven people, people with 20+ years of experience and absalet skills."" (in 1345 reviews)']"
218,DevSecOps Technical Engineer (Engineering & Platform Support) JR 18697,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,"Find Your Dream Job With Us

WE ARE HIRING !! Apply now and make a difference.

Role: DevSecOps Technical Engineer (Engineering & Platform Support)
Job Requisition Number : JR18697
Job Level : More than 10 years of relevant experience (L4)
Location : Singapore



















Show More
Report",Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
